Product Review ID,Title,rating,detail_review,upvote,downvote,combinedSentiment,sentiment,RatingCategory,review_trueness,prs
2,Brilliant,5.0,"The laptop is best in budget...I am totally happy with what I got under 19k...The laptop is fast and snapyPros-1. Display is outstanding and Anti glare 2. Performance 10/10 because of 512 GB ssd3. Looks- the design is very attractive and looks like a laptop worth rs50,0004. Light weight and compact 5. Got pre activated geniune windows 116. Can carry all the day to day tasks and casual gaming7. Backlight keyboards 😍Cons-1. Battery backup up upto 3.5 to 4 hours (edit- initially ...",13,1,0.77295,Positive,Excellent,0.9285714285714286,0.9285714285714286
2,Fabulous!,5.0,You can't find a better product at this price point. Go for it.,8,0,0.11474999999999999,Positive,Excellent,1.0,1.0
2,Highly recommended,5.0,Very nice product 😃,12,2,0.3735,Positive,Excellent,0.8571428571428571,0.8571428571428571
2,Terrific,5.0,CHUWI COREBOOK X is is much competent faster and excellent and very friendly user face.I really found it very awesome,5,0,0.7039,Positive,Excellent,1.0,1.0
2,Best in the market!,5.0,Go for it best in budget,11,3,0.65325,Positive,Excellent,0.7857142857142857,0.7857142857142857
2,Highly recommended,5.0,"Everything is good for the price but its build quality is what sometimes I think it may require some treatment in the long run overall if you are looking for basic work, office, net browsing, notes, videos movies, etc. it's is excellent in performance either it's Wi-Fi, Bluetooth or headphone jack quality everything is good, the display is also good, the speaker has a low volume which you compensate by buying external speakers or headphones I tried running a virtual machine on it with ubuntu ...",4,0,0.5955,Positive,Excellent,1.0,1.0
3,Classy product,5.0,Really impressive ❤️❤️❤️❤️,17,2,0.49835,Positive,Excellent,0.8947368421052632,0.8947368421052632
3,Terrific purchase,5.0,"The device is good value for money. It has good display , nice battery, great built quality and everything you ask for. However the packaging was worst. Seller should also use the apple shipment box.",4,0,0.6758500000000001,Positive,Excellent,1.0,1.0
3,Fabulous!,5.0,Beast! Hands down best laptop in this price range. Finesse of apple and power of M2.,1,0,0.62015,Positive,Excellent,1.0,1.0
3,Simply awesome,5.0,Worth it. Buy it and use it will never regret,0,0,0.5621,Positive,Excellent,,0.0
4,Super!,5.0,Go for it..its awesome,42,2,0.63045,Positive,Excellent,0.9545454545454546,0.9545454545454546
4,Mind-blowing purchase,5.0,"Best , best and best 🫶🏻👑🍎",37,3,0.4637,Positive,Excellent,0.925,0.925
4,Awesome,5.0,Most powerful laptop out there.,2,0,0.55015,Positive,Excellent,1.0,1.0
4,Wonderful,5.0,Five stars,0,0,0.28595,Positive,Excellent,,0.0
4,Awesome,5.0,Everything is awesome,0,0,0.6249,Positive,Excellent,,0.0
4,Super!,5.0,Amazing MacBook. Best in class product,0,0,0.7381,Positive,Excellent,,0.0
4,Must buy!,5.0,"Excellent Product, Excellent Performance",0,0,0.4063,Positive,Excellent,,0.0
6,Perfect product!,5.0,"Loved it, it's my first MacBook that I earned from my hardwork 🥺❤️",525,48,0.6054,Positive,Excellent,0.9162303664921466,0.9162303664921466
6,Super!,5.0,Super product,541,91,0.6177,Positive,Excellent,0.8560126582278481,0.8560126582278481
6,Awesome,5.0,"When i ordered and came to know about seller review,i was scared that in what condition i will get macbook. but i was wrong.This is my first macbook and i am fully satisfied with the product with original packaging of apple and got genuine product.It's very thin and light and looks very premium.As A software developer, i installed intellij idea ide and guess what.It's magic,it is opening just in a click and within 5 seconds.Great performance, no heating issue, sound quality awesome an...",215,38,0.7498,Positive,Excellent,0.849802371541502,0.849802371541502
6,Mind-blowing purchase,5.0,just love how apple is in their own league!!,65,9,0.3494,Positive,Excellent,0.8783783783783784,0.8783783783783784
6,Fabulous!,5.0,Such a great deal.. very happy with the performance and battery life..Origional product..🥰❤️Thank you Flipkart..!!!,98,17,0.7223999999999999,Positive,Excellent,0.8521739130434782,0.8521739130434782
6,Just wow!,5.0,Its really very good and compact device.,179,38,0.5809,Positive,Excellent,0.8248847926267281,0.8248847926267281
6,Good,3.0,"Note--It's not for everyone.You can't attach dual monitor setup easilyYou need to buy 3rd party adopter at your risk. I talked to Apple their port support only mirroring, not extended screen feature.Related to Ms Excel, normal excel will workBut will not be able to run high macro based files.For port and accessories, there is heating issues, hence be ready for another 7000 for display adopter and 2000-5000 for usb hubRest UI and using experience is very smooth, unbelievable when i c...",181,41,0.6785,Positive,Average,0.8153153153153153,0.8153153153153153
6,Worth every penny,5.0,Worth every penny u spend,133,29,0.2263,Positive,Excellent,0.8209876543209876,0.8209876543209876
6,Highly recommended,5.0,This is the first MacBook I ever have. And I must say no one can match Apple product.,70,14,-0.012199999999999989,Negative,Excellent,0.8333333333333334,0.8333333333333334
6,Brilliant,5.0,Its very good product.,26,3,0.5393,Positive,Excellent,0.896551724137931,0.896551724137931
7,Terrific,5.0,Great performance!!! A must buy.,28,5,0.5965,Positive,Excellent,0.8484848484848485,0.8484848484848485
7,Wonderful,5.0,Amazing device. Worth every penny. Recommended for business people and developers around the world.,4,0,0.6649,Positive,Excellent,1.0,1.0
7,Classy product,5.0,Best product with reasonable priceOnly delivery getting slightly delayed,4,0,0.49835,Positive,Excellent,1.0,1.0
7,Excellent,5.0,Very useful productThanks flipcart,1,0,0.5323,Positive,Excellent,1.0,1.0
7,Just wow!,5.0,You will forget about any other laptop once you get this,0,0,0.1988,Positive,Excellent,,0.0
7,Brilliant,5.0,Best Product Delivered. I was skeptical about buying this online. But the delivery and product was excellent,2,2,0.68825,Positive,Excellent,0.5,0.344125
7,Excellent,5.0,Best product,0,0,0.6044,Positive,Excellent,,0.0
7,Great product,5.0,Great product for office works.,0,0,0.6249,Positive,Excellent,,0.0
7,Nice product,4.0,Nice,0,1,0.4215,Positive,Good,0.0,0.0
7,Perfect product!,5.0,Fantastic!!! The best ever!,0,0,0.74275,Positive,Excellent,,0.0
9,Mind-blowing purchase,5.0,"If you can overlook the plastic build quality and mediocre screen brightness levels when outside, then this is a best value for money laptop you can buy in this range. With the latest DDR5 RAM support and 13th Gen i7 processor and the RTX 4050 GPU, you are basically futureproofed.Also, this laptop comes with very less or almost no bloatware software that are pre-installed in other brands. It's MSI Center is the best compatible in-built software that I have ever seen in gaming laptops whic...",3,0,0.46885,Positive,Excellent,1.0,1.0
10,Must buy!,5.0,Really usable one and value for money with all features. Intel 7 performs smooth and good and then premium brand with premium look.So if you are a user without gaming can prefer and this with multipurpose tasking.,20,5,0.3243,Positive,Excellent,0.8,0.8
10,Terrific purchase,5.0,Product is Awesome 😎 🔥But little Heating Problem 🪫Battery Backup 🔥,25,12,0.43715000000000004,Positive,Excellent,0.6756756756756757,0.2953716216216216
12,Highly recommended,5.0,This is a beast from MSI.Will update review after using some more time.,13,1,0.1358,Positive,Excellent,0.9285714285714286,0.9285714285714286
12,Super!,5.0,Laptop is great 👍You love it 240 hz Qhd Display and performance while gaming and doing other tasks,7,1,0.74395,Positive,Excellent,0.875,0.875
12,Brilliant,5.0,"This is a brilliant machine for the price. I bought this for film editing, VFX, rendering, etc. video production work. Massive screen, nice brightness and pretty accurate colors  (100% DCI P3, as advertised I guess) when compared side by side to my MacBook Pro 2023.12th gen i7 processor, but ok for the price, also 13th gen i7 is almost similar in performance. Latest high speed DDR5 4800 RAM. Nvidia 4060 GDDR6 graphics. 2 years of warranty. What else one need?The price at which this comes...",4,0,0.71305,Positive,Excellent,1.0,1.0
12,Awesome,5.0,Gaming Beast,6,2,0.31245,Positive,Excellent,0.75,0.75
12,Terrific purchase,5.0,Fast and Multi language!,5,2,0.23835,Positive,Excellent,0.7142857142857143,0.17025
13,Awesome,5.0,"I have not been a Mac user but from my usage of 2023 MacBook Air M2 for almost a month now, following are my experience. The performance is very good. Battery lasts longer than older Mac as I did check with someone who uses older mac. The sound and display are added plus, 1080p videos look a bit low quality in this beast. During my research before buying this, I was oscillated between choosing 256GB and 512GB, many have suggested to go with 512 for better performance and so, had bought 512GB ...",64,6,0.6910499999999999,Positive,Excellent,0.9142857142857143,0.9142857142857143
13,Simply awesome,5.0,"This is my first Apple product, and I'm thoroughly enjoying it🥳 display is rated 5/5, speakers are 5/5, build quality is 5/5Permanence 5/5and it's perfect for coding and basic tasks. However, there are some disadvantages. Despite paying 1.2L, you only get 256 GB of storage, and most of it is utilized by Apple's built-in applications. Additionally, there are fewer ports we need bus c type  usb hub , additional SSD , Apart from these drawbacks, everything else is excellent.",62,10,0.7401,Positive,Excellent,0.8611111111111112,0.8611111111111112
13,Great product,5.0,"MacBook user since last 13 yrs. Was waiting for this 15 inch model since a long time.Not disappointed. It is all that I wanted and then some more.Battery, Display Size, M2 chip all very good.Plus all the benefits of apple ecosystem.Top product. Loved it",137,30,0.5758,Positive,Excellent,0.8203592814371258,0.8203592814371258
13,Awesome,5.0,It's cool,3,0,0.47155,Positive,Excellent,1.0,1.0
13,Perfect product!,5.0,"This is a perfect choice to have a premium personal laptop under 1.5L with 512 GB HD size. Battery, display, performance are just top notch and the usage experience of the laptop beats every other windows laptops like dell, hp, Samsung, Lenovo and others. For a working professional as well this is a best choice.",15,9,0.76725,Positive,Excellent,0.625,0.47953124999999996
13,Brilliant,5.0,Too good,2,0,0.51315,Positive,Excellent,1.0,1.0
13,Awesome,5.0,perfection,5,3,0.5984,Positive,Excellent,0.625,0.374
13,Decent product,3.0,"I am facing issues with the charger ,the charger is not working properly",0,0,0.0,Neutral,Average,,0.0
13,Simply awesome,5.0,Nice,0,0,0.5232,Positive,Excellent,,0.0
14,Brilliant,5.0,The product is good but as it is expensive a bit they should send a laptop case along with it. Or a wireless mouse,18,0,0.41204999999999997,Positive,Excellent,1.0,1.0
14,Value-for-money,5.0,"Great value for Money, only RTX4060 140W at this price range.Would've liked more storage but it's always upgradable.Review Update :Turns out Acer Nitro with Rtx3070ti Is cheaper than this model , NVIDIA has tricked us by giving inferior hardware  compared to last generation(Rtx30 series) and just adding software upgrades to make games run smoother(DLSS )Rtx4060 is barely better than an Rtx 3060Rtx 3070ti is better than Rtx4060Overall it is still a great value for money but there i...",180,40,0.48025,Positive,Excellent,0.8181818181818182,0.8181818181818182
14,Very poor,,"Paid 1.10lakh for worse screen and screen bleeding issue, after screen replacement within 30days, issue still persists. Spent some more and Go for Lenovo Legion.READ MORE",2,0,-0.50115,Negative,Invalid Rating,1.0,1.0
14,Best in the market!,5.0,Very good laptop in terms of specifications.Nothing to complaint about,2,0,0.45899999999999996,Positive,Excellent,1.0,1.0
14,Great product,5.0,Great value after exchange offer and discount but some corners are cut like ram is only DDR4 3200mhz and processor 12th gen and surprising 13th gen version has rtx 4050 that makes this version with 4060 better.,1,0,0.7548,Positive,Excellent,1.0,1.0
14,Great product,5.0,Best Purchase for mid-premium range laptop.ASUS Tuf Gaming F15 2023 is the best value for the money laptop. Worth,1,0,0.76925,Positive,Excellent,1.0,1.0
14,Must buy!,5.0,Best Laptop you can buy at this price point,0,0,0.31845,Positive,Excellent,,0.0
14,Fabulous!,5.0,Best,0,0,0.6038,Positive,Excellent,,0.0
14,Simply awesome,5.0,Excellent,0,0,0.5984,Positive,Excellent,,0.0
16,Perfect product!,5.0,"Loved it, it's my first MacBook that I earned from my hardwork 🥺❤️",528,48,0.6054,Positive,Excellent,0.9166666666666666,0.9166666666666666
16,Super!,5.0,Super product,542,91,0.6177,Positive,Excellent,0.8562401263823065,0.8562401263823065
16,Awesome,5.0,"When i ordered and came to know about seller review,i was scared that in what condition i will get macbook. but i was wrong.This is my first macbook and i am fully satisfied with the product with original packaging of apple and got genuine product.It's very thin and light and looks very premium.As A software developer, i installed intellij idea ide and guess what.It's magic,it is opening just in a click and within 5 seconds.Great performance, no heating issue, sound quality awesome an...",216,38,0.7498,Positive,Excellent,0.8503937007874016,0.8503937007874016
16,Mind-blowing purchase,5.0,just love how apple is in their own league!!,65,9,0.3494,Positive,Excellent,0.8783783783783784,0.8783783783783784
16,Fabulous!,5.0,Such a great deal.. very happy with the performance and battery life..Origional product..🥰❤️Thank you Flipkart..!!!,98,17,0.7223999999999999,Positive,Excellent,0.8521739130434782,0.8521739130434782
16,Just wow!,5.0,Its really very good and compact device.,180,38,0.5809,Positive,Excellent,0.8256880733944955,0.8256880733944955
16,Good,3.0,"Note--It's not for everyone.You can't attach dual monitor setup easilyYou need to buy 3rd party adopter at your risk. I talked to Apple their port support only mirroring, not extended screen feature.Related to Ms Excel, normal excel will workBut will not be able to run high macro based files.For port and accessories, there is heating issues, hence be ready for another 7000 for display adopter and 2000-5000 for usb hubRest UI and using experience is very smooth, unbelievable when i c...",182,41,0.6785,Positive,Average,0.8161434977578476,0.8161434977578476
16,Worth every penny,5.0,Worth every penny u spend,133,29,0.2263,Positive,Excellent,0.8209876543209876,0.8209876543209876
16,Highly recommended,5.0,This is the first MacBook I ever have. And I must say no one can match Apple product.,70,14,-0.012199999999999989,Negative,Excellent,0.8333333333333334,0.8333333333333334
16,Brilliant,5.0,Its very good product.,26,3,0.5393,Positive,Excellent,0.896551724137931,0.896551724137931
18,Simply awesome,5.0,"Just awesome.... Liked everything about this laptop. Thermals are superb. Gaming is like butter smooth, Screen is amazing, battey is good. Just one thing sound little on lower side... It's decent but compare to HP it's low. But it's totally ignorable as I have always used headsets.",17,0,0.493,Positive,Excellent,1.0,1.0
18,Simply awesome,5.0,"Absolutely Beast...Just Go for🔥PROS:)1. SUPERB DISPLAY 1900*1200 WUXGA DISPLAY 2. GREAT BUILD3. BATTERY LIFE WITH 7-8 HOURS ON NORMAL USAGE4. I7 13TH GEN PERFORMANCE IS LIT5. TOO MANY PORTS FOR FUNCTIONAL USAGE6. MUX SWITCH AND RGB LIGHTING IS AWESOME7. GREAT THERMALS WITH FASTEST FANS8. VERY VERY LOUD SPEAKERS CONS:( LOW QUALITY WEBCAM 720PNO DOUBT, THE BEST LAPTOP UNDER 1.3L",89,14,0.78575,Positive,Excellent,0.8640776699029126,0.8640776699029126
18,Awesome,5.0,One of the best gaming laptop.This specs was beastI got this laptop at 87k in bbd sale I'm so lucky for this price i7 13 gen rtx 4050 one of the best Absolutely one of the best 💥,46,6,0.78905,Positive,Excellent,0.8846153846153846,0.8846153846153846
18,Waste of money!,,Detective prodect dilvered by seller wifi 6 not working same day replsement rec but not solved yet 20 days hold for technichian visite and replace aproved sp far amezon is best for usREAD MORE,7,0,0.10169999999999998,Positive,Invalid Rating,1.0,1.0
18,Super!,5.0,Playing all nee AAA titles games in 60 fps in ultra settings good processor and graphics card I'm happy with the purchase...this is a future proof lap..,22,5,0.7242999999999999,Positive,Excellent,0.8148148148148148,0.8148148148148148
18,Brilliant,5.0,Excellent thermals in this laptop. Also the performance is decent.,16,4,0.5789,Positive,Excellent,0.8,0.8
18,Really Nice,4.0,"Having used this laptop for three weeks now, I'm compelled to share my experience. Coming from an ASUS ROG ZEPHYRUS G14 with R7 4800HS and GTX 1650ti, I've observed a few notable points:1. Visual Appeal: The laptop looks better in person than it does in pictures.2. Stunning Display: The display is vibrant, responsive, and exhibits vivid colors.   ***there's a slight IPS glow in darker scenes, it's almost unnoticeable in regular use.***3. Keyboard: The keyboard provide great typing expe...",5,0,0.71315,Positive,Good,1.0,1.0
18,Awesome,5.0,Best laptop,5,0,0.6309,Positive,Excellent,1.0,1.0
18,Delightful,4.0,"It's a value for money deal at 95k with latest gen CPU, GPU and RAM. Performance is on par with expectations and thermals are really good. Display is good enough, qwhd would have been better. Fans make a lot of noise but that's the price one has pay for seamless gaming on a laptop. Battery is good too. If only weight was a little less or it had more of metal frame the build quality would have felt nicer, right now it feels a bit bulky but not strong enough due to plastic body.I'm just nit p...",4,0,0.7279,Positive,Good,1.0,1.0
18,Classy product,5.0,"The best you can get, simply amazing!",4,0,0.646,Positive,Excellent,1.0,1.0
19,Mind-blowing purchase,5.0,Excellent laptop go for it if u have the budget,47,12,0.28595,Positive,Excellent,0.7966101694915254,0.7966101694915254
19,Fabulous!,5.0,"It's a great laptop in this price range .Pros -Thermals are great 👍🏻The display is literally nice and you will love it .Performance is also good Cons - I don't know it's only with my product or for every unit I found sometimes when you right click mouse it doesn't work in centre or left of the screen ( your pov ) .At day 2 my RGB was not working properly and I had to go to BIOS to reset it , it is working now 👍🏻 but still when you open your laptop it starts with blue colour RGB and...",54,17,0.71575,Positive,Excellent,0.7605633802816901,0.7605633802816901
19,Terrific,5.0,Best performance in the budget,40,12,0.5568,Positive,Excellent,0.7692307692307693,0.7692307692307693
19,Very poor,,I ordered this for 50k but unfortunately flipkart cancelled it saying wrong price was listed. I again ordered it for 90k.Windows runs great but do lags often.Linux support is worst acer should work on this to enable hardware for linux users..Webcam is not enabled for linux users.Cannot control fan or lighte on linux.READ MORE,10,3,-0.64175,Negative,Invalid Rating,0.7692307692307693,0.7692307692307693
19,Recommended for Coding Purposes!,5.0,"I have bought this laptop for coding purposes, especially Android App Development. I use Android Studio on a regular basis. This laptop handles everything perfectly. However, when I use an emulator in Android Studio, sometimes the laptop freezes and I have to shut it down forcefully. I think the problem is from the Android Studio because apart from this all the applications work smoothly.",11,5,0.30569999999999997,Positive,Excellent,0.6875,0.21016875
19,Must buy!,5.0,Nice looking ☺️☺️,3,0,0.21075,Positive,Excellent,1.0,1.0
19,Highly recommended,5.0,"Great value for money product, performance is top notch, Display is amazing, Battery backup is good, no heating issue, in turbo mode thermal fans make the sound of a jet engine.",5,1,0.59345,Positive,Excellent,0.8333333333333334,0.8333333333333334
19,Terrific purchase,5.0,Value for money in this price,5,1,0.40835,Positive,Excellent,0.8333333333333334,0.8333333333333334
19,Worst experience ever!,,I have received the laptop with only one slot ram.It was supposed to be dual channel ram.The laptop is heating too much. The cpu temp is going 100 even at the slightest load.I don't know what is going on.The processor is limited at 4ghz .It doesn't support undervoltage.READ MORE,6,3,-0.5727500000000001,Negative,Invalid Rating,0.6666666666666666,-0.38183333333333336
19,Terrific,5.0,It's just wow!!😲😲,2,0,0.23835,Positive,Excellent,1.0,1.0
20,Wonderful,5.0,"Very light, strong build quality,  battery backup is really good. Performance is good tooOnly con is speaker volume,  it's less than average",3,0,0.7229,Positive,Excellent,1.0,1.0
20,Must buy!,5.0,Superb,0,0,0.31245,Positive,Excellent,,0.0
20,Pretty good,4.0,Best product,0,0,0.6819,Positive,Good,,0.0
21,Classy product,5.0,More than my expectations 🔥Awesome product 👌,5,1,0.2202,Positive,Excellent,0.8333333333333334,0.8333333333333334
21,Perfect product!,5.0,Valueable product,3,1,0.3057,Positive,Excellent,0.75,0.75
21,Super!,5.0,"Laptop is soo huge.. it's a 17 inch display.. backlit keyboard is really good, yet to use it on a full potential..",1,0,0.56435,Positive,Excellent,1.0,1.0
22,Mind-blowing purchase,5.0,"The best laptop for RTX 4050 with i7 13Gen, great gaming experience. Value for money ✌️",16,4,0.4467,Positive,Excellent,0.8,0.8
23,Awesome,5.0,"I have not been a Mac user but from my usage of 2023 MacBook Air M2 for almost a month now, following are my experience. The performance is very good. Battery lasts longer than older Mac as I did check with someone who uses older mac. The sound and display are added plus, 1080p videos look a bit low quality in this beast. During my research before buying this, I was oscillated between choosing 256GB and 512GB, many have suggested to go with 512 for better performance and so, had bought 512GB ...",64,6,0.6910499999999999,Positive,Excellent,0.9142857142857143,0.9142857142857143
23,Simply awesome,5.0,"This is my first Apple product, and I'm thoroughly enjoying it🥳 display is rated 5/5, speakers are 5/5, build quality is 5/5Permanence 5/5and it's perfect for coding and basic tasks. However, there are some disadvantages. Despite paying 1.2L, you only get 256 GB of storage, and most of it is utilized by Apple's built-in applications. Additionally, there are fewer ports we need bus c type  usb hub , additional SSD , Apart from these drawbacks, everything else is excellent.",62,10,0.7401,Positive,Excellent,0.8611111111111112,0.8611111111111112
23,Great product,5.0,"MacBook user since last 13 yrs. Was waiting for this 15 inch model since a long time.Not disappointed. It is all that I wanted and then some more.Battery, Display Size, M2 chip all very good.Plus all the benefits of apple ecosystem.Top product. Loved it",137,30,0.5758,Positive,Excellent,0.8203592814371258,0.8203592814371258
23,Awesome,5.0,It's cool,3,0,0.47155,Positive,Excellent,1.0,1.0
23,Perfect product!,5.0,"This is a perfect choice to have a premium personal laptop under 1.5L with 512 GB HD size. Battery, display, performance are just top notch and the usage experience of the laptop beats every other windows laptops like dell, hp, Samsung, Lenovo and others. For a working professional as well this is a best choice.",15,9,0.76725,Positive,Excellent,0.625,0.47953124999999996
23,Brilliant,5.0,Too good,2,0,0.51315,Positive,Excellent,1.0,1.0
23,Awesome,5.0,perfection,5,3,0.5984,Positive,Excellent,0.625,0.374
23,Decent product,3.0,"I am facing issues with the charger ,the charger is not working properly",0,0,0.0,Neutral,Average,,0.0
23,Simply awesome,5.0,Nice,0,0,0.5232,Positive,Excellent,,0.0
24,Awesome,5.0,"I have not been a Mac user but from my usage of 2023 MacBook Air M2 for almost a month now, following are my experience. The performance is very good. Battery lasts longer than older Mac as I did check with someone who uses older mac. The sound and display are added plus, 1080p videos look a bit low quality in this beast. During my research before buying this, I was oscillated between choosing 256GB and 512GB, many have suggested to go with 512 for better performance and so, had bought 512GB ...",64,6,0.6910499999999999,Positive,Excellent,0.9142857142857143,0.9142857142857143
24,Simply awesome,5.0,"This is my first Apple product, and I'm thoroughly enjoying it🥳 display is rated 5/5, speakers are 5/5, build quality is 5/5Permanence 5/5and it's perfect for coding and basic tasks. However, there are some disadvantages. Despite paying 1.2L, you only get 256 GB of storage, and most of it is utilized by Apple's built-in applications. Additionally, there are fewer ports we need bus c type  usb hub , additional SSD , Apart from these drawbacks, everything else is excellent.",62,10,0.7401,Positive,Excellent,0.8611111111111112,0.8611111111111112
24,Great product,5.0,"MacBook user since last 13 yrs. Was waiting for this 15 inch model since a long time.Not disappointed. It is all that I wanted and then some more.Battery, Display Size, M2 chip all very good.Plus all the benefits of apple ecosystem.Top product. Loved it",137,30,0.5758,Positive,Excellent,0.8203592814371258,0.8203592814371258
24,Awesome,5.0,It's cool,3,0,0.47155,Positive,Excellent,1.0,1.0
24,Perfect product!,5.0,"This is a perfect choice to have a premium personal laptop under 1.5L with 512 GB HD size. Battery, display, performance are just top notch and the usage experience of the laptop beats every other windows laptops like dell, hp, Samsung, Lenovo and others. For a working professional as well this is a best choice.",15,9,0.76725,Positive,Excellent,0.625,0.47953124999999996
24,Brilliant,5.0,Too good,2,0,0.51315,Positive,Excellent,1.0,1.0
24,Awesome,5.0,perfection,5,3,0.5984,Positive,Excellent,0.625,0.374
24,Decent product,3.0,"I am facing issues with the charger ,the charger is not working properly",0,0,0.0,Neutral,Average,,0.0
24,Simply awesome,5.0,Nice,0,0,0.5232,Positive,Excellent,,0.0
26,Classy product,5.0,"There's no wobbling issue unlike earlier victus laptops.Excellent graphics card, could handle any graphic intensive app/game.Only drawback is little memory (512gb). And DDR4 RAM (could have been DDR5). Overall, a great buy at this price.",12,2,0.4404,Positive,Excellent,0.8571428571428571,0.8571428571428571
26,Pretty good,4.0,"The performance of this laptop is awesome. Design also looks pretty good.As this is a gaming laptop battery time is soo less and laptop is sooo heavy. Along with performance sound system, camera, drivers are also excellent. Overall product is good and worth the money",32,13,0.8341000000000001,Positive,Good,0.7111111111111111,0.5931377777777779
26,Excellent,5.0,Just amazing product. But packages must be upgraded more as its cost is so high.,10,9,0.45594999999999997,Positive,Excellent,0.5263157894736842,0.23997368421052628
26,Value-for-money,4.0,Loved the design and the colour,1,2,0.2997,Positive,Good,0.3333333333333333,0.0999
26,Perfect product!,5.0,"This laptop is best in everything. Performance is like rocket. Battery backup is not much good, but rest of the thing is best. Along with performance sound system, camera, drivers are also excellent. Overall product is good and worth the money",0,0,0.7703,Positive,Excellent,,0.0
26,Good choice,4.0,So Fantastic,0,0,0.5194000000000001,Positive,Good,,0.0
26,Terrific,5.0,Great .......,0,0,0.5508,Positive,Excellent,,0.0
26,Delightful,4.0,"Good @this price, delivery and performance 🔥",0,0,0.51315,Positive,Good,,0.0
26,Must buy!,5.0,"Really valuable and speed , disign, technical and internal response. Everything is Superb only I did not checked design part but overal it is giving outstanding performance. Used it 10days but I am confident it's good",0,0,0.4851,Positive,Excellent,,0.0
27,Really Nice,4.0,"The base is becoming a bit Heat within 30 minutes . But there is no problem.   Overall, it is a Nice laptop.",289,60,0.04174999999999998,Positive,Good,0.828080229226361,0.828080229226361
27,Terrific purchase,5.0,Hey everyone After reading all reviews I have purchased this laptop.Received it today early morning. It took 3 hours to start and then I took help of HP Support system and the issue was resolved within 5 mins. So go for it. Display and sound it too good as per me. Highly recommended for students.,303,71,0.6772,Positive,Excellent,0.8101604278074866,0.8101604278074866
