Product,Price,Rating,Description,Url,Review Url
HP 15s (2023) AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0026AU Thin and Lig...,38100.0,4.2,AMD Ryzen 3 Quad Core Processor8 GB LPDDR5 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,https://www.flipkart.com/hp-15s-2023-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-15-fc0026au-thin-light-laptop/p/itm4e6d85f618393?pid=COMGZNSBMUR7S8WY&lid=LSTCOMGZNSBMUR7S8WY0LAIKQ&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_10_237&otracker=search&otracker1=search&fm=organic&iid=ad587d14-0f45-4d33-8548-b09f0aa86136.COMGZNSBMUR7S8WY.SEARCH&ppt=None&ppn=None&ssid=zq0mlel2ww0000001703946599205&qH=c5d334db81c10595,https://www.flipkart.com/hp-15s-2023-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-15-fc0026au-thin-light-laptop/product-reviews/itm4e6d85f618393?pid=COMGZNSBMUR7S8WY&lid=LSTCOMGZNSBMUR7S8WY0LAIKQ&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_10_237&otracker=search&otracker1=search&fm=organic&iid=ad587d14-0f45-4d33-8548-b09f0aa86136.COMGZNSBMUR7S8WY.SEARCH&ppt=None&ppn=None&ssid=zq0mlel2ww0000001703946599205&qH=c5d334db81c10595
Lenovo Yoga Slim 6 Intel Evo Intel Core i5 12th Gen 1240P - (16 GB/512 GB SSD/Windows 11 Home) 14IAP8 ...,64990.0,4.2,Intel Core i5 Processor (12th Gen)16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 inch) Display1 Year Carry-in Warranty,https://www.flipkart.com/lenovo-yoga-slim-6-intel-evo-core-i5-12th-gen-1240p-16-gb-512-gb-ssd-windows-11-home-14iap8-thin-light-laptop/p/itmae04103d75ff9?pid=COMGTGMTF6BCTA88&lid=LSTCOMGTGMTF6BCTA88B7GBAM&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_10_238&otracker=search&otracker1=search&fm=organic&iid=ad587d14-0f45-4d33-8548-b09f0aa86136.COMGTGMTF6BCTA88.SEARCH&ppt=None&ppn=None&ssid=zq0mlel2ww0000001703946599205&qH=c5d334db81c10595,https://www.flipkart.com/lenovo-yoga-slim-6-intel-evo-core-i5-12th-gen-1240p-16-gb-512-gb-ssd-windows-11-home-14iap8-thin-light-laptop/product-reviews/itmae04103d75ff9?pid=COMGTGMTF6BCTA88&lid=LSTCOMGTGMTF6BCTA88B7GBAM&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_10_238&otracker=search&otracker1=search&fm=organic&iid=ad587d14-0f45-4d33-8548-b09f0aa86136.COMGTGMTF6BCTA88.SEARCH&ppt=None&ppn=None&ssid=zq0mlel2ww0000001703946599205&qH=c5d334db81c10595
Lenovo IdeaPad Gaming 3 AMD Ryzen 5 Hexa Core 5500H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/N...,51990.0,3.6,AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Carry-in Warranty,https://www.flipkart.com/lenovo-ideapad-gaming-3-amd-ryzen-5-hexa-core-5500h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-15ach6-laptop/p/itm2a46b1c472cac?pid=COMGSYYS4NDGGPPA&lid=LSTCOMGSYYS4NDGGPPAIBOPWE&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_10_239&otracker=search&otracker1=search&fm=organic&iid=ad587d14-0f45-4d33-8548-b09f0aa86136.COMGSYYS4NDGGPPA.SEARCH&ppt=None&ppn=None&ssid=zq0mlel2ww0000001703946599205&qH=c5d334db81c10595,https://www.flipkart.com/lenovo-ideapad-gaming-3-amd-ryzen-5-hexa-core-5500h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-15ach6-laptop/product-reviews/itm2a46b1c472cac?pid=COMGSYYS4NDGGPPA&lid=LSTCOMGSYYS4NDGGPPAIBOPWE&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_10_239&otracker=search&otracker1=search&fm=organic&iid=ad587d14-0f45-4d33-8548-b09f0aa86136.COMGSYYS4NDGGPPA.SEARCH&ppt=None&ppn=None&ssid=zq0mlel2ww0000001703946599205&qH=c5d334db81c10595
ASUS Vivobook AMD R5 5600H AMD Ryzen 5 Hexa Core - (16 GB/512 GB SSD/Windows 11 Home) M1603QA-MB512WS ...,50990.0,4.3,AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD40.64 cm (16 inch) Display1 year Warranty,https://www.flipkart.com/asus-vivobook-amd-r5-5600h-ryzen-5-hexa-core-16-gb-512-gb-ssd-windows-11-home-m1603qa-mb512ws-laptop/p/itm92eb46ed555de?pid=COMGJY3GHZFTGHHY&lid=LSTCOMGJY3GHZFTGHHY8VQJVM&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_10_240&otracker=search&otracker1=search&fm=organic&iid=ad587d14-0f45-4d33-8548-b09f0aa86136.COMGJY3GHZFTGHHY.SEARCH&ppt=None&ppn=None&ssid=zq0mlel2ww0000001703946599205&qH=c5d334db81c10595,https://www.flipkart.com/asus-vivobook-amd-r5-5600h-ryzen-5-hexa-core-16-gb-512-gb-ssd-windows-11-home-m1603qa-mb512ws-laptop/product-reviews/itm92eb46ed555de?pid=COMGJY3GHZFTGHHY&lid=LSTCOMGJY3GHZFTGHHY8VQJVM&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_10_240&otracker=search&otracker1=search&fm=organic&iid=ad587d14-0f45-4d33-8548-b09f0aa86136.COMGJY3GHZFTGHHY.SEARCH&ppt=None&ppn=None&ssid=zq0mlel2ww0000001703946599205&qH=c5d334db81c10595
HP Chromebook MediaTek MediaTek Kompanio 500 - (4 GB/64 GB EMMC Storage/Chrome OS) 11A-NA0002MU Chrome...,20691.0,3.7,"MediaTek Kompanio 500 Processor4 GB DDR4 RAM32 bit Chrome Operating System29.46 cm (11.6 inch) Touchscreen DisplayPre-installed G-suite Apps, Linux Kernel and Apps, Chrome Web Extensions, Google Play Store, HP Audio Switch, HP ePrint, HP Support Assistant, Dropbox1 Year Onsite Warranty",https://www.flipkart.com/hp-chromebook-mediatek-kompanio-500-4-gb-64-gb-emmc-storage-chrome-os-11a-na0002mu/p/itmd49c881ebf1ac?pid=COMGYJYYA7FFRXZC&lid=LSTCOMGYJYYA7FFRXZCDTFZHB&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_11_241&otracker=search&otracker1=search&fm=organic&iid=317fa9dd-d375-4960-b036-be302d927425.COMGYJYYA7FFRXZC.SEARCH&ppt=None&ppn=None&ssid=35ht43wpf40000001703946599675&qH=c5d334db81c10595,https://www.flipkart.com/hp-chromebook-mediatek-kompanio-500-4-gb-64-gb-emmc-storage-chrome-os-11a-na0002mu/product-reviews/itmd49c881ebf1ac?pid=COMGYJYYA7FFRXZC&lid=LSTCOMGYJYYA7FFRXZCDTFZHB&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_11_241&otracker=search&otracker1=search&fm=organic&iid=317fa9dd-d375-4960-b036-be302d927425.COMGYJYYA7FFRXZC.SEARCH&ppt=None&ppn=None&ssid=35ht43wpf40000001703946599675&qH=c5d334db81c10595
Lenovo IdeaPad 1 Intel Intel Celeron Dual Core N4020 - (4 GB/256 GB SSD/Windows 11 Home) 11IGL05 Thin ...,23850.0,3.7,Intel Celeron Dual Core Processor4 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD29.46 cm (11.6 Inch) DisplayOffice Home and Student 20211 Year Onsite�Warranty,https://www.flipkart.com/lenovo-ideapad-1-intel-celeron-dual-core-n4020-4-gb-256-gb-ssd-windows-11-home-11igl05-thin-light-laptop/p/itmb5e25e1c94885?pid=COMGCFNZASDRTZAU&lid=LSTCOMGCFNZASDRTZAUU5HWVA&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_11_242&otracker=search&otracker1=search&fm=organic&iid=317fa9dd-d375-4960-b036-be302d927425.COMGCFNZASDRTZAU.SEARCH&ppt=None&ppn=None&ssid=35ht43wpf40000001703946599675&qH=c5d334db81c10595,https://www.flipkart.com/lenovo-ideapad-1-intel-celeron-dual-core-n4020-4-gb-256-gb-ssd-windows-11-home-11igl05-thin-light-laptop/product-reviews/itmb5e25e1c94885?pid=COMGCFNZASDRTZAU&lid=LSTCOMGCFNZASDRTZAUU5HWVA&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_11_242&otracker=search&otracker1=search&fm=organic&iid=317fa9dd-d375-4960-b036-be302d927425.COMGCFNZASDRTZAU.SEARCH&ppt=None&ppn=None&ssid=35ht43wpf40000001703946599675&qH=c5d334db81c10595
realme Book Prime Intel Core i5 11th Gen 11320H - (16 GB/512 GB SSD/Windows 11 Home) CloudPro002 Thin ...,56999.0,4.3,Intel Core i5 Processor (11th Gen)16 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD35.56 cm (14 inch) Display1 Year Domestic Warranty,https://www.flipkart.com/realme-book-prime-intel-core-i5-11th-gen-11320h-16-gb-512-gb-ssd-windows-11-home-cloudpro002-thin-light-laptop/p/itm79efe820484b1?pid=COMGCWBEFHWXXY5A&lid=LSTCOMGCWBEFHWXXY5ARDAKYJ&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_11_243&otracker=search&otracker1=search&fm=organic&iid=317fa9dd-d375-4960-b036-be302d927425.COMGCWBEFHWXXY5A.SEARCH&ppt=None&ppn=None&ssid=35ht43wpf40000001703946599675&qH=c5d334db81c10595,https://www.flipkart.com/realme-book-prime-intel-core-i5-11th-gen-11320h-16-gb-512-gb-ssd-windows-11-home-cloudpro002-thin-light-laptop/product-reviews/itm79efe820484b1?pid=COMGCWBEFHWXXY5A&lid=LSTCOMGCWBEFHWXXY5ARDAKYJ&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_11_243&otracker=search&otracker1=search&fm=organic&iid=317fa9dd-d375-4960-b036-be302d927425.COMGCWBEFHWXXY5A.SEARCH&ppt=None&ppn=None&ssid=35ht43wpf40000001703946599675&qH=c5d334db81c10595
Lenovo Ideapad Gaming 3 Intel Intel Core i5 11th Gen 11320H - (16 GB/512 GB SSD/Windows 11 Home/4 GB G...,52990.0,4.3,Intel Core i5 Processor (11th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD100.63 cm (39.62 cm) Display1 Year Onsite warranty,https://www.flipkart.com/lenovo-ideapad-gaming-3-intel-core-i5-11th-gen-11320h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-15ihu6-laptop/p/itm656d078625c66?pid=COMGQRD7TPH5NHHT&lid=LSTCOMGQRD7TPH5NHHT2UZPSU&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_11_244&otracker=search&otracker1=search&fm=organic&iid=317fa9dd-d375-4960-b036-be302d927425.COMGQRD7TPH5NHHT.SEARCH&ppt=None&ppn=None&ssid=35ht43wpf40000001703946599675&qH=c5d334db81c10595,https://www.flipkart.com/lenovo-ideapad-gaming-3-intel-core-i5-11th-gen-11320h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-15ihu6-laptop/product-reviews/itm656d078625c66?pid=COMGQRD7TPH5NHHT&lid=LSTCOMGQRD7TPH5NHHT2UZPSU&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_11_244&otracker=search&otracker1=search&fm=organic&iid=317fa9dd-d375-4960-b036-be302d927425.COMGQRD7TPH5NHHT.SEARCH&ppt=None&ppn=None&ssid=35ht43wpf40000001703946599675&qH=c5d334db81c10595
HP Victus AMD Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce ...,52990.0,4.3,AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,https://www.flipkart.com/hp-victus-amd-ryzen-5-hexa-core-5600h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-15-fb0121ax-gaming-laptop/p/itmd48bb31d447ee?pid=COMGZNSBHNFH7HH5&lid=LSTCOMGZNSBHNFH7HH5LKUWZI&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_11_245&otracker=search&otracker1=search&fm=organic&iid=317fa9dd-d375-4960-b036-be302d927425.COMGZNSBHNFH7HH5.SEARCH&ppt=None&ppn=None&ssid=35ht43wpf40000001703946599675&qH=c5d334db81c10595,https://www.flipkart.com/hp-victus-amd-ryzen-5-hexa-core-5600h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-15-fb0121ax-gaming-laptop/product-reviews/itmd48bb31d447ee?pid=COMGZNSBHNFH7HH5&lid=LSTCOMGZNSBHNFH7HH5LKUWZI&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_11_245&otracker=search&otracker1=search&fm=organic&iid=317fa9dd-d375-4960-b036-be302d927425.COMGZNSBHNFH7HH5.SEARCH&ppt=None&ppn=None&ssid=35ht43wpf40000001703946599675&qH=c5d334db81c10595
Infinix ZEROBOOK 13 Intel Intel Core i7 13th Gen 13700H - (32 GB/1 TB SSD/Windows 11 Home) ZL513 Thin ...,71990.0,4.2,Intel Core i7 Processor (13th Gen)32 GB LPDDR5X RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,https://www.flipkart.com/infinix-zerobook-13-intel-core-i7-13th-gen-13700h-32-gb-1-tb-ssd-windows-11-home-zl513-thin-light-laptop/p/itmf3ffa64161307?pid=COMGRFPGAN5BFMQJ&lid=LSTCOMGRFPGAN5BFMQJTKFORQ&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_11_246&otracker=search&otracker1=search&fm=organic&iid=317fa9dd-d375-4960-b036-be302d927425.COMGRFPGAN5BFMQJ.SEARCH&ppt=None&ppn=None&ssid=35ht43wpf40000001703946599675&qH=c5d334db81c10595,https://www.flipkart.com/infinix-zerobook-13-intel-core-i7-13th-gen-13700h-32-gb-1-tb-ssd-windows-11-home-zl513-thin-light-laptop/product-reviews/itmf3ffa64161307?pid=COMGRFPGAN5BFMQJ&lid=LSTCOMGRFPGAN5BFMQJTKFORQ&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_11_246&otracker=search&otracker1=search&fm=organic&iid=317fa9dd-d375-4960-b036-be302d927425.COMGRFPGAN5BFMQJ.SEARCH&ppt=None&ppn=None&ssid=35ht43wpf40000001703946599675&qH=c5d334db81c10595
realme Book Prime Intel Core i5 11th Gen 11320H - (16 GB/512 GB SSD/Windows 11 Home) CloudPro002 Thin ...,56999.0,4.3,Intel Core i5 Processor (11th Gen)16 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD35.56 cm (14 inch) Display1 Year Domestic Warranty,https://www.flipkart.com/realme-book-prime-intel-core-i5-11th-gen-11320h-16-gb-512-gb-ssd-windows-11-home-cloudpro002-thin-light-laptop/p/itm04fc56defb507?pid=COMGCWBEDBYGSMA6&lid=LSTCOMGCWBEDBYGSMA6UDVMC8&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_11_247&otracker=search&otracker1=search&fm=organic&iid=317fa9dd-d375-4960-b036-be302d927425.COMGCWBEDBYGSMA6.SEARCH&ppt=None&ppn=None&ssid=35ht43wpf40000001703946599675&qH=c5d334db81c10595,https://www.flipkart.com/realme-book-prime-intel-core-i5-11th-gen-11320h-16-gb-512-gb-ssd-windows-11-home-cloudpro002-thin-light-laptop/product-reviews/itm04fc56defb507?pid=COMGCWBEDBYGSMA6&lid=LSTCOMGCWBEDBYGSMA6UDVMC8&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_11_247&otracker=search&otracker1=search&fm=organic&iid=317fa9dd-d375-4960-b036-be302d927425.COMGCWBEDBYGSMA6.SEARCH&ppt=None&ppn=None&ssid=35ht43wpf40000001703946599675&qH=c5d334db81c10595
Lenovo IdeaPad Slim 3 Chromebook Intel Celeron Dual Core N4020 - (4 GB/64 GB EMMC Storage/Chrome OS) 1...,22990.0,3.7,Intel Celeron Dual Core Processor4 GB LPDDR4 RAM64 bit Chrome Operating System35.56 cm (14 inch) Touchscreen Display1 Year Onsite Warranty,https://www.flipkart.com/lenovo-ideapad-slim-3-chromebook-intel-celeron-dual-core-n4020-4-gb-64-gb-emmc-storage-chrome-os-14igl05/p/itm0b3ac22e231d9?pid=COMGGR9SPXCF8RUU&lid=LSTCOMGGR9SPXCF8RUUSO3TCJ&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_11_248&otracker=search&otracker1=search&fm=organic&iid=317fa9dd-d375-4960-b036-be302d927425.COMGGR9SPXCF8RUU.SEARCH&ppt=None&ppn=None&ssid=35ht43wpf40000001703946599675&qH=c5d334db81c10595,https://www.flipkart.com/lenovo-ideapad-slim-3-chromebook-intel-celeron-dual-core-n4020-4-gb-64-gb-emmc-storage-chrome-os-14igl05/product-reviews/itm0b3ac22e231d9?pid=COMGGR9SPXCF8RUU&lid=LSTCOMGGR9SPXCF8RUUSO3TCJ&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_11_248&otracker=search&otracker1=search&fm=organic&iid=317fa9dd-d375-4960-b036-be302d927425.COMGGR9SPXCF8RUU.SEARCH&ppt=None&ppn=None&ssid=35ht43wpf40000001703946599675&qH=c5d334db81c10595
ASUS ROG Strix G15 (2022) AMD Ryzen 7 Octa Core AMD R7-6800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB ...,82100.0,4.3,AMD Ryzen 7 Octa Core Processor16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMcAfee1 Year Onsite Warranty,https://www.flipkart.com/asus-rog-strix-g15-2022-amd-ryzen-7-octa-core-r7-6800h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-144-hz-g513rc-hn063w-gaming-laptop/p/itma1a8d92315681?pid=COMGCYCEPDZFZB9S&lid=LSTCOMGCYCEPDZFZB9SFC9MNY&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_11_249&otracker=search&otracker1=search&fm=organic&iid=317fa9dd-d375-4960-b036-be302d927425.COMGCYCEPDZFZB9S.SEARCH&ppt=None&ppn=None&ssid=35ht43wpf40000001703946599675&qH=c5d334db81c10595,https://www.flipkart.com/asus-rog-strix-g15-2022-amd-ryzen-7-octa-core-r7-6800h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-144-hz-g513rc-hn063w-gaming-laptop/product-reviews/itma1a8d92315681?pid=COMGCYCEPDZFZB9S&lid=LSTCOMGCYCEPDZFZB9SFC9MNY&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_11_249&otracker=search&otracker1=search&fm=organic&iid=317fa9dd-d375-4960-b036-be302d927425.COMGCYCEPDZFZB9S.SEARCH&ppt=None&ppn=None&ssid=35ht43wpf40000001703946599675&qH=c5d334db81c10595
HP Intel Celeron Dual Core N4500 - (8 GB/256 GB SSD/Windows 11 Home) 14s-dq3037tu Thin and Light Lapto...,28600.0,3.8,Intel Celeron Dual Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.56 cm (14 inch) Display1 Year Onsite Warranty,https://www.flipkart.com/hp-intel-celeron-dual-core-n4500-8-gb-256-gb-ssd-windows-11-home-14s-dq3037tu-thin-light-laptop/p/itmfaebb41b4c34a?pid=COMGG63HBFDCHDBN&lid=LSTCOMGG63HBFDCHDBNQALYKL&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_11_250&otracker=search&otracker1=search&fm=organic&iid=317fa9dd-d375-4960-b036-be302d927425.COMGG63HBFDCHDBN.SEARCH&ppt=None&ppn=None&ssid=35ht43wpf40000001703946599675&qH=c5d334db81c10595,https://www.flipkart.com/hp-intel-celeron-dual-core-n4500-8-gb-256-gb-ssd-windows-11-home-14s-dq3037tu-thin-light-laptop/product-reviews/itmfaebb41b4c34a?pid=COMGG63HBFDCHDBN&lid=LSTCOMGG63HBFDCHDBNQALYKL&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_11_250&otracker=search&otracker1=search&fm=organic&iid=317fa9dd-d375-4960-b036-be302d927425.COMGG63HBFDCHDBN.SEARCH&ppt=None&ppn=None&ssid=35ht43wpf40000001703946599675&qH=c5d334db81c10595
HP 14s Intel Core i3 11th Gen 1125G4 - (8 GB/256 GB SSD/Windows 11 Home) 14s- dy2506TU Thin and Light ...,38999.0,4.3,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home & Student 20191 Year Onsite Warranty,https://www.flipkart.com/hp-14s-intel-core-i3-11th-gen-1125g4-8-gb-256-gb-ssd-windows-11-home-14s-dy2506tu-thin-light-laptop/p/itm2881998a7e9de?pid=COMG92FXHPYEN44H&lid=LSTCOMG92FXHPYEN44H4P5BZH&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_11_251&otracker=search&otracker1=search&fm=organic&iid=317fa9dd-d375-4960-b036-be302d927425.COMG92FXHPYEN44H.SEARCH&ppt=None&ppn=None&ssid=35ht43wpf40000001703946599675&qH=c5d334db81c10595,https://www.flipkart.com/hp-14s-intel-core-i3-11th-gen-1125g4-8-gb-256-gb-ssd-windows-11-home-14s-dy2506tu-thin-light-laptop/product-reviews/itm2881998a7e9de?pid=COMG92FXHPYEN44H&lid=LSTCOMG92FXHPYEN44H4P5BZH&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_11_251&otracker=search&otracker1=search&fm=organic&iid=317fa9dd-d375-4960-b036-be302d927425.COMG92FXHPYEN44H.SEARCH&ppt=None&ppn=None&ssid=35ht43wpf40000001703946599675&qH=c5d334db81c10595
HP Pavilion (2023) Eyesafe Intel Core i5 12th Gen 1240P - (16 GB/512 GB SSD/Windows 11 Home) EG2036TU ...,67151.0,4.2,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student 20211 Year Onsite Warranty,https://www.flipkart.com/hp-pavilion-2023-eyesafe-intel-core-i5-12th-gen-1240p-16-gb-512-gb-ssd-windows-11-home-eg2036tu-thin-light-laptop/p/itm183b0ce26ff87?pid=COMGDTTDZ8DJESMA&lid=LSTCOMGDTTDZ8DJESMAATEILR&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_11_252&otracker=search&otracker1=search&fm=organic&iid=317fa9dd-d375-4960-b036-be302d927425.COMGDTTDZ8DJESMA.SEARCH&ppt=None&ppn=None&ssid=35ht43wpf40000001703946599675&qH=c5d334db81c10595,https://www.flipkart.com/hp-pavilion-2023-eyesafe-intel-core-i5-12th-gen-1240p-16-gb-512-gb-ssd-windows-11-home-eg2036tu-thin-light-laptop/product-reviews/itm183b0ce26ff87?pid=COMGDTTDZ8DJESMA&lid=LSTCOMGDTTDZ8DJESMAATEILR&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_11_252&otracker=search&otracker1=search&fm=organic&iid=317fa9dd-d375-4960-b036-be302d927425.COMGDTTDZ8DJESMA.SEARCH&ppt=None&ppn=None&ssid=35ht43wpf40000001703946599675&qH=c5d334db81c10595
Lenovo IdeaPad Gaming 3 AMD Ryzen 7 Octa Core AMD R7-5800H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Gra...,73060.0,4.5,AMD Ryzen 7 Octa Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD100.63 cm (39.62 cm) Display1 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection,https://www.flipkart.com/lenovo-ideapad-gaming-3-amd-ryzen-7-octa-core-r7-5800h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-15ach6-laptop/p/itm2ba942c97b77d?pid=COMGGMRSDDRGKFGU&lid=LSTCOMGGMRSDDRGKFGUYCPD5P&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_11_253&otracker=search&otracker1=search&fm=organic&iid=317fa9dd-d375-4960-b036-be302d927425.COMGGMRSDDRGKFGU.SEARCH&ppt=None&ppn=None&ssid=35ht43wpf40000001703946599675&qH=c5d334db81c10595,https://www.flipkart.com/lenovo-ideapad-gaming-3-amd-ryzen-7-octa-core-r7-5800h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-15ach6-laptop/product-reviews/itm2ba942c97b77d?pid=COMGGMRSDDRGKFGU&lid=LSTCOMGGMRSDDRGKFGUYCPD5P&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_11_253&otracker=search&otracker1=search&fm=organic&iid=317fa9dd-d375-4960-b036-be302d927425.COMGGMRSDDRGKFGU.SEARCH&ppt=None&ppn=None&ssid=35ht43wpf40000001703946599675&qH=c5d334db81c10595
Lenovo ThinkPad E14 Gen2 AMD Ryzen 5 Hexa Core 5th Gen 4650U - (8 GB/256 GB SSD/Windows 10 Home) E14 L...,58990.0,4.4,AMD Ryzen 5 Hexa Core Processor (5th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System256 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home & Student 20191 Year Onsite Warranty,https://www.flipkart.com/lenovo-thinkpad-e14-gen2-amd-ryzen-5-hexa-core-5th-gen-4650u-8-gb-256-gb-ssd-windows-10-home-laptop/p/itmeabaa2717a0a1?pid=COMG28FUNHEKGFYT&lid=LSTCOMG28FUNHEKGFYTSYDGYG&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_11_254&otracker=search&otracker1=search&fm=organic&iid=317fa9dd-d375-4960-b036-be302d927425.COMG28FUNHEKGFYT.SEARCH&ppt=None&ppn=None&ssid=35ht43wpf40000001703946599675&qH=c5d334db81c10595,https://www.flipkart.com/lenovo-thinkpad-e14-gen2-amd-ryzen-5-hexa-core-5th-gen-4650u-8-gb-256-gb-ssd-windows-10-home-laptop/product-reviews/itmeabaa2717a0a1?pid=COMG28FUNHEKGFYT&lid=LSTCOMG28FUNHEKGFYTSYDGYG&marketplace=FLIPKART&q=laptop+under+under+150000&store=6bo%2Fb5g&srno=s_11_254&otracker=search&otracker1=search&fm=organic&iid=317fa9dd-d375-4960-b036-be302d927425.COMG28FUNHEKGFYT.SEARCH&ppt=None&ppn=None&ssid=35ht43wpf40000001703946599675&qH=c5d334db81c10595
